Model,Samples,Accuracy,F1Score,Hyper-parameters,Validation Set
DOS2019-DDoS-CNN,725,0.9917,0.9918,"{'batch_size': 1024, 'dropout': None, 'kernels': 32, 'learning_rate': 0.01, 'regularization': None}",C:/Users/Jaeho/OneDrive/πŸ≈¡ »≠∏È/DDoSDetection/DDOS_Detection_Using_Various_Architecture/Dataset\10t-10n-DOS2019-dataset-val.hdf5
