Model,Samples,Accuracy,F1Score,Hyper-parameters,Validation Set
DOS2019-DDoS-GRU,725,0.9903,0.9903,,C:/Users/Jaeho/OneDrive/πŸ≈¡ »≠∏È/DDoSDetection/DDOS_Detection_Using_Transformer_Architecture/Dataset\10t-10n-DOS2019-dataset-val.hdf5
